id,asking_price,body_corp,internal_m2,balcony_m2,beds,suburb,livability,condition,has_cladding,travel_time_mins,sold_date,has_parking,has_storage,has_solar,north_facing,near_shops,outdoor_space,label
658,532000,1477,78,7.9,1,Melbourne CBD,15,new,False,18,,False,True,True,True,,True,0
13516,527000,3048,87,12.1,2,Sunbury,9,good,False,52,,True,False,True,,,,0
752,673000,1189,93,13.4,2,St Kilda,20,good,False,5,,True,False,False,False,,False,0
2082,568000,2379,112,5.3,2,Carlton,18,good,False,29,,,False,True,False,True,False,1
12218,735000,2580,124,14.7,3,St Kilda,20,good,False,7,,,False,False,False,True,False,0
6062,574000,1867,74,11.0,1,Footscray,10,new,False,10,,True,False,True,,True,False,1
3342,471000,3022,91,1.1,1,Werribee,8,new,False,31,,False,False,False,,True,True,0
13038,648000,3429,119,12.0,3,Sunbury,9,needs TLC,False,52,,True,False,False,,True,,0
844,514000,2773,91,14.9,2,Sunbury,9,good,False,60,,True,False,True,False,True,False,0
12759,402000,659,84,8.3,2,Geelong,11,good,False,81,,False,False,True,False,True,False,0
15288,536000,1421,82,2.5,1,Richmond,16,new,False,9,,False,False,False,,,False,0
13563,656000,1760,91,4.2,2,St Kilda,20,good,False,5,,True,True,False,False,True,True,0
10679,493000,3482,95,3.3,2,Sunbury,9,good,False,47,,,True,False,True,True,True,0
15131,881000,2874,126,3.7,4,Footscray,10,new,False,16,,True,False,False,False,True,False,1
10839,609000,2283,104,0.6,2,Balwyn,22,good,False,40,,False,True,False,False,False,False,0
19159,735000,0,100,9.2,3,Brunswick,12,needs TLC,False,39,,False,True,False,False,True,False,0
3512,564000,1245,75,6.8,1,Melbourne CBD,15,good,False,5,,True,True,False,False,True,False,0
17256,372000,946,80,4.3,2,Geelong,11,new,False,79,,True,,False,False,,True,0
11772,281000,2840,89,13.1,1,Geelong,11,good,False,59,,False,True,False,True,True,True,0
554,879000,1144,140,15.1,4,St Kilda,20,good,False,33,,True,False,False,True,True,False,0
19216,717000,2079,114,5.7,3,Brunswick,12,good,False,5,,True,False,False,False,True,True,0
5884,595000,3297,97,13.0,2,Box Hill,14,new,True,36,,True,False,False,False,True,False,0
12120,609000,1787,103,17.0,2,Melbourne CBD,15,good,False,5,,True,False,False,False,True,True,0
15840,697000,2508,106,9.9,3,Box Hill,14,good,False,33,,False,True,False,False,False,True,0
11099,668000,1172,90,10.1,2,Richmond,16,good,True,6,,True,False,False,False,True,True,0
577,774000,3472,97,12.7,3,Brunswick,12,good,False,15,,False,True,False,True,True,False,0
6875,442000,2664,82,1.9,1,Sunbury,9,good,False,45,,False,False,False,False,False,True,1
4462,704000,2068,102,8.3,2,Melbourne CBD,15,new,False,5,,True,True,False,False,True,True,0
14786,634000,1998,92,5.5,2,Richmond,16,good,False,5,,True,False,False,False,False,False,0
48,489000,2461,92,5.7,2,Sunbury,9,good,False,28,,False,False,False,False,False,,0
6268,798000,3235,114,5.5,3,Balwyn,22,needs TLC,False,23,,True,True,False,False,False,False,0
7579,730000,1472,132,12.6,3,Balwyn,22,good,False,12,,True,False,False,False,True,True,0
8553,666000,2502,154,9.6,4,Geelong,11,good,False,76,,True,False,False,False,True,True,0
15299,607000,1785,108,9.3,2,Box Hill,14,good,False,20,,False,False,False,False,True,True,0
4853,575000,2214,91,4.2,2,Footscray,10,needs TLC,True,21,,True,False,False,False,True,True,0
17390,574000,2459,98,10.4,2,Werribee,8,good,False,39,,False,True,False,False,True,True,0
1216,712000,2549,83,11.4,2,Carlton,18,good,False,9,,True,False,False,False,False,True,0
18320,481000,2695,102,13.2,2,Werribee,8,needs TLC,False,35,,True,False,True,True,True,True,0
1945,426000,2175,98,12.1,2,Geelong,11,good,False,70,,False,False,False,False,True,True,0
16433,623000,2469,108,9.7,3,Sunbury,9,good,False,48,,False,True,False,False,False,False,0
1451,470000,1948,89,14.2,1,Werribee,8,new,False,34,,True,False,False,True,False,,0
16748,681000,575,86,8.5,2,Melbourne CBD,15,good,False,5,,True,,False,False,True,True,0
5227,678000,1164,93,5.2,2,Melbourne CBD,15,needs TLC,False,16,,False,False,False,,True,,0
15175,451000,3009,101,8.1,2,Geelong,11,good,False,63,,False,True,True,True,False,,0
5047,652000,2650,95,11.7,2,St Kilda,20,good,False,7,,,False,False,False,False,False,0
2404,606000,1649,119,19.6,3,Geelong,11,good,True,64,,False,True,False,False,False,False,0
10665,688000,2561,86,5.5,2,Carlton,18,good,False,5,,False,True,False,,False,True,0
13859,707000,1794,106,12.9,3,Brunswick,12,new,False,41,,True,False,False,True,False,,0
10437,535000,2782,71,4.0,1,Richmond,16,new,False,5,,False,True,False,False,False,False,0
18245,767000,1374,106,12.5,3,Brunswick,12,good,False,25,,True,True,False,False,False,True,0
14322,866000,3083,145,15.5,4,Brunswick,12,good,False,11,,False,False,,False,,False,0
15779,611000,2051,88,6.4,2,Melbourne CBD,15,needs TLC,False,8,,True,False,False,False,True,False,0
3705,585000,1816,114,10.9,3,Sunbury,9,good,False,42,,,False,,False,False,False,1
2169,557000,1439,90,2.2,2,Balwyn,22,good,False,19,,False,False,False,True,,False,0
8787,581000,1961,89,1.3,2,St Kilda,20,good,False,12,,False,False,False,True,,True,0
9827,672000,1156,88,9.4,2,Melbourne CBD,15,needs TLC,False,12,,True,False,,True,True,True,0
19246,387000,2873,94,5.2,2,Geelong,11,needs TLC,False,59,,True,True,True,True,False,False,0
6174,653000,2595,82,6.8,2,Melbourne CBD,15,new,False,5,,True,True,False,False,True,True,0
14087,665000,3319,76,5.3,2,Brunswick,12,new,False,12,,False,False,False,,True,False,0
10610,521000,1563,76,9.3,1,Brunswick,12,needs TLC,False,13,,False,True,True,True,True,,0
15413,702000,1595,94,11.0,2,Brunswick,12,good,False,22,,False,True,False,True,True,True,0
12702,457000,2216,86,2.2,1,Footscray,10,new,False,26,,False,True,False,False,True,False,0
15158,740000,1686,93,15.0,3,Carlton,18,good,False,5,,True,True,True,False,True,,0
1214,617000,1879,98,11.5,2,Carlton,18,good,False,25,,False,False,False,False,True,True,0
16926,826000,1207,111,15.0,3,St Kilda,20,good,True,53,,False,True,False,False,True,False,0
6671,753000,2904,114,2.2,3,Werribee,8,good,False,46,,False,True,False,True,True,False,0
13023,752000,2243,97,15.6,3,Footscray,10,new,False,13,,True,True,False,False,True,False,0
17971,650000,2459,109,6.1,2,Melbourne CBD,15,needs TLC,False,5,,True,False,False,False,True,False,0
4875,673000,2793,93,4.4,2,Carlton,18,needs TLC,False,10,,True,True,False,False,True,True,0
5460,514000,2620,97,14.5,2,Sunbury,9,needs TLC,False,42,,True,False,True,False,,False,0
16063,420000,1388,96,11.9,2,Geelong,11,good,False,62,,False,True,False,False,False,True,0
3208,778000,2673,95,20.5,3,Balwyn,22,needs TLC,False,24,,True,True,,False,False,True,0
4931,511000,3018,65,7.9,1,Werribee,8,good,False,65,,False,True,,False,True,True,0
3354,596000,3353,114,2.1,2,Balwyn,22,good,False,29,,True,False,False,True,False,True,1
745,521000,2212,72,13.3,1,Footscray,10,good,False,22,,True,False,False,True,True,False,0
10328,830000,3476,106,11.3,3,Melbourne CBD,15,good,False,7,,False,False,,False,True,False,0
5372,527000,3196,65,9.8,1,St Kilda,20,good,False,36,,True,True,,True,True,True,0
9627,888000,2410,137,13.8,4,Carlton,18,new,False,19,,True,True,True,False,True,False,0
18185,671000,2588,126,12.2,3,Balwyn,22,new,False,8,,False,True,False,False,False,False,0
18137,576000,2220,100,14.6,2,Box Hill,14,needs TLC,False,36,,True,False,True,False,False,True,0
17183,753000,1666,89,11.8,2,Carlton,18,good,False,5,,False,False,,True,False,False,0
4446,317000,1924,73,2.3,1,Geelong,11,new,False,60,,False,True,True,True,False,True,0
4402,625000,2123,98,9.9,2,Brunswick,12,good,False,14,,False,False,False,False,False,True,0
18734,703000,1100,104,6.0,2,Melbourne CBD,15,good,False,20,,False,False,False,False,True,True,0
3624,338000,1564,62,8.7,1,Geelong,11,good,False,65,,False,False,False,False,True,False,0
16636,767000,3564,125,16.0,3,Richmond,16,good,False,5,,,True,False,False,True,False,0
730,659000,3805,109,22.0,3,Brunswick,12,good,False,21,,False,False,False,False,True,True,0
4548,502000,2697,147,7.4,3,Geelong,11,good,False,63,,True,False,False,True,,False,0
1641,466000,1120,63,2.9,1,Brunswick,12,good,False,30,,True,False,,False,True,True,1
14922,656000,2273,75,9.7,2,Balwyn,22,good,False,45,,False,False,False,True,True,False,0
14100,686000,1604,89,12.0,2,Carlton,18,new,False,11,,False,False,False,False,False,False,0
12646,594000,3106,98,11.3,2,Brunswick,12,good,False,22,,False,False,False,False,True,True,1
543,731000,2449,77,11.0,2,Brunswick,12,good,False,26,,False,False,True,True,True,True,0
18281,699000,2201,104,4.2,2,Richmond,16,good,False,16,,False,False,False,True,True,True,0
12117,729000,2115,116,14.1,3,Footscray,10,good,False,7,,False,False,False,,False,False,1
9004,626000,2825,85,12.0,2,Balwyn,22,good,False,34,,False,False,,False,False,False,0
147,592000,3487,75,8.8,1,Carlton,18,good,False,27,,True,False,False,True,False,False,0
3483,506000,3403,104,4.3,2,Sunbury,9,good,False,63,,True,False,False,False,True,False,0
19847,602000,2551,55,6.4,1,St Kilda,20,needs TLC,False,17,,True,False,False,False,True,True,0
242,603000,13,81,3.6,1,Melbourne CBD,15,good,False,12,,False,False,False,False,True,True,0
7503,611000,2892,92,9.6,2,Balwyn,22,good,False,18,,True,False,False,True,True,False,0
9809,790000,1759,125,23.4,4,Box Hill,14,new,False,20,,False,True,False,False,True,True,0
18654,648000,3929,94,14.9,2,Carlton,18,new,False,23,,True,False,,True,True,,0
11189,446000,1840,90,7.4,2,Geelong,11,needs TLC,False,87,,False,True,False,False,False,False,0
10300,592000,2555,76,6.3,2,Footscray,10,good,False,16,,True,False,False,False,True,,0
1953,651000,2576,85,3.1,2,Box Hill,14,good,False,21,,True,True,True,,False,False,0
5228,587000,0,65,5.5,1,Melbourne CBD,15,new,False,15,,False,True,False,False,True,True,0
12061,772000,2054,108,20.4,3,Melbourne CBD,15,good,False,32,,True,True,True,False,False,False,1
1595,635000,3959,97,14.3,2,Footscray,10,good,False,14,,False,True,False,True,True,True,0
17353,652000,3479,110,5.7,3,Werribee,8,good,True,27,,True,False,False,True,True,False,0
3920,568000,2172,102,14.3,2,Balwyn,22,new,False,17,,True,,False,False,True,False,0
5461,671000,2603,97,7.8,2,St Kilda,20,good,False,24,,True,False,False,True,False,False,0
9431,470000,1124,91,13.6,2,Werribee,8,good,False,38,,,True,False,False,True,False,0
19541,691000,2297,129,2.8,4,Geelong,11,new,False,90,,False,False,True,True,True,True,0
14439,735000,3136,96,7.4,2,Melbourne CBD,15,good,False,5,,True,False,,False,False,False,0
8823,656000,2627,89,1.6,2,Balwyn,22,needs TLC,False,13,,True,False,,True,True,True,0
13689,698000,2781,78,3.9,2,Richmond,16,good,False,5,,False,False,True,False,True,True,0
15844,776000,2790,134,15.9,4,Balwyn,22,new,False,19,,False,True,False,True,False,,0
2079,804000,2106,135,15.3,4,Box Hill,14,good,False,26,,False,False,,True,True,False,0
16122,732000,1425,105,4.1,3,Richmond,16,good,False,22,,,False,False,False,True,False,0
9478,553000,2654,87,3.3,2,Werribee,8,good,False,36,,True,False,False,False,False,False,0
14285,391000,1732,86,2.0,1,Werribee,8,good,False,62,,False,False,False,,True,False,1
7781,586000,2098,84,10.1,2,Footscray,10,new,False,36,,True,False,False,True,True,True,0
16492,691000,2737,126,12.2,3,Melbourne CBD,15,good,False,16,,True,False,False,False,True,False,0
1,436000,2529,96,5.3,2,Geelong,11,good,True,74,,False,,False,False,False,True,0
6410,628000,1350,108,3.7,2,Balwyn,22,good,False,20,,True,True,False,False,True,False,0
8761,921000,1237,148,3.0,4,Carlton,18,new,False,7,,False,True,False,False,True,True,0
10194,673000,2752,87,14.4,2,Box Hill,14,good,False,15,,True,False,False,False,True,False,0
12355,693000,2680,98,3.4,2,Carlton,18,good,False,5,,False,False,False,True,True,True,0
2145,674000,2028,84,8.9,2,Melbourne CBD,15,good,False,13,,False,True,,False,True,False,0
18279,692000,2512,109,16.0,3,Brunswick,12,needs TLC,True,18,,False,False,True,True,True,,0
7950,526000,1993,82,10.3,1,Box Hill,14,good,False,27,,True,True,False,True,True,False,0
15757,468000,3053,99,1.1,2,Sunbury,9,needs TLC,False,50,,False,True,False,False,True,False,1
13955,246000,1758,50,15.3,1,Geelong,11,good,False,62,,True,False,False,False,True,False,0
2067,709000,595,109,11.0,3,Footscray,10,good,False,6,,False,False,False,True,True,True,0
13031,623000,2034,112,0.0,2,Balwyn,22,good,False,5,,False,False,,False,True,False,0
6892,727000,1914,107,7.7,3,St Kilda,20,good,False,13,,True,True,False,False,,True,0
3504,622000,1972,106,4.5,3,Sunbury,9,good,False,50,,True,False,False,False,True,,1
2272,561000,3369,86,11.5,1,Box Hill,14,good,False,38,,,False,,True,False,,0
7328,544000,1001,99,6.7,2,Werribee,8,new,False,47,,False,False,False,False,False,False,0
5469,572000,2267,102,12.6,2,Box Hill,14,new,False,27,,False,True,True,False,True,True,0
3269,624000,2141,93,1.4,2,Richmond,16,good,False,5,,False,True,False,False,True,False,0
16058,484000,1905,100,14.5,2,Sunbury,9,good,False,53,,True,False,True,False,,True,0
6138,594000,1065,101,16.5,3,Sunbury,9,good,False,54,,True,True,False,True,False,False,0
12054,535000,1974,105,3.4,3,Geelong,11,good,False,85,,False,True,False,False,True,False,0
5305,553000,2712,88,4.0,2,Sunbury,9,good,False,42,,True,False,False,False,False,True,0
14419,784000,2528,118,6.5,3,St Kilda,20,good,False,5,,False,False,False,True,False,False,0
19684,477000,3376,73,7.4,1,Carlton,18,good,False,31,,False,False,False,False,True,True,0
15316,416000,420,90,11.8,2,Geelong,11,good,False,79,,True,False,False,False,False,False,0
8701,665000,2047,118,5.4,3,St Kilda,20,good,False,11,,True,True,False,True,False,False,0
7222,901000,2111,139,20.2,4,Balwyn,22,good,False,30,,True,False,False,,True,True,0
6662,374000,1267,72,2.8,1,Sunbury,9,good,False,46,,False,True,False,False,True,False,0
12240,690000,2007,108,12.4,3,Melbourne CBD,15,good,False,16,,True,False,,False,True,True,0
4823,547000,2761,77,11.3,1,St Kilda,20,good,False,5,,False,,False,False,True,False,0
18350,578000,1394,75,10.9,2,Brunswick,12,good,False,11,,False,False,False,True,True,True,1
6665,605000,2091,87,2.4,2,Box Hill,14,good,False,6,,True,False,True,True,True,True,0
3422,769000,2458,119,16.0,3,Footscray,10,good,False,5,,,,False,,True,False,0
9072,359000,1384,98,12.8,2,Geelong,11,new,False,68,,True,False,False,False,False,False,0
19626,690000,2395,112,14.9,3,Werribee,8,new,False,26,,True,False,,False,False,True,0
19281,633000,2051,81,2.4,2,Box Hill,14,good,False,52,,True,False,False,,True,False,0
19325,271000,3404,74,15.3,1,Geelong,11,needs TLC,False,68,,True,True,False,True,True,True,0
4253,406000,1367,77,3.5,1,Werribee,8,needs TLC,False,52,,False,,False,,False,False,0
16428,614000,2789,86,15.8,2,Balwyn,22,needs TLC,False,50,,,False,,False,True,,0
17604,607000,2916,94,11.2,2,Box Hill,14,new,False,39,,False,True,False,False,True,False,0
9339,672000,2732,98,11.3,3,St Kilda,20,good,False,25,,,False,,True,True,False,0
12760,719000,683,92,4.2,2,Carlton,18,needs TLC,False,23,,False,False,False,False,True,True,0
17486,707000,1673,108,20.2,3,Balwyn,22,good,False,12,,True,False,True,True,True,False,0
16266,743000,1977,147,8.6,4,Werribee,8,needs TLC,False,56,,True,True,False,False,True,False,0
3994,600000,2098,95,2.5,2,St Kilda,20,new,False,16,,False,False,False,,True,,1
6613,867000,1382,133,17.4,4,Balwyn,22,good,False,24,,True,False,False,True,,False,0
12650,715000,1774,108,9.7,3,Balwyn,22,good,False,44,,,False,False,False,True,True,0
8162,753000,1261,130,16.9,3,Footscray,10,good,False,5,,False,False,False,False,True,False,1
3657,866000,1705,143,4.4,4,Box Hill,14,good,False,26,,True,True,False,False,False,,0
6236,584000,1575,106,5.5,2,Balwyn,22,good,False,19,,True,False,False,False,,True,0
11649,696000,2450,98,11.5,2,Carlton,18,good,False,32,,False,False,False,False,True,True,0
6069,694000,2551,96,11.1,2,Carlton,18,needs TLC,False,20,,True,False,False,,True,False,0
7302,630000,2011,84,23.3,2,Richmond,16,good,False,8,,False,False,False,False,True,True,0
7277,767000,2624,110,14.5,3,Box Hill,14,needs TLC,False,35,,,False,False,False,False,True,0
4721,581000,3315,86,9.5,2,Balwyn,22,new,False,29,,False,True,False,False,True,False,0
1176,623000,1990,126,6.3,3,Sunbury,9,good,False,58,,False,True,False,True,True,False,0
10520,627000,640,95,10.4,2,Balwyn,22,good,False,5,,False,False,False,True,False,True,0
14579,441000,2239,96,4.8,2,Geelong,11,new,False,66,,True,True,False,False,False,True,0
12607,599000,2698,88,13.3,2,Carlton,18,good,False,7,,False,True,False,False,True,,1
14573,812000,1014,112,6.1,3,Box Hill,14,good,False,24,,True,True,False,False,,,0
4886,635000,2638,102,12.8,2,Footscray,10,good,False,11,,False,True,,True,True,True,0
4872,541000,1375,101,15.1,3,Geelong,11,new,False,56,,True,True,False,False,False,True,1
13974,654000,1914,97,0.6,2,Footscray,10,good,False,22,,True,False,,False,True,False,0
19758,530000,1523,86,14.0,1,St Kilda,20,good,False,14,,True,True,False,True,True,True,0
10558,636000,1725,99,14.2,2,Footscray,10,good,False,41,,,False,False,False,False,True,0
8508,887000,2136,141,12.6,4,Footscray,10,good,False,23,,False,False,,False,True,False,0
16656,752000,3386,98,1.5,3,Brunswick,12,new,False,29,,False,False,False,True,,True,0
14075,626000,859,122,10.1,3,Werribee,8,good,True,44,,False,False,True,False,True,,0
7287,619000,2494,97,5.5,2,Richmond,16,new,False,12,,False,False,False,False,,,0
16843,516000,2596,86,11.2,2,Werribee,8,new,False,34,,False,True,False,True,True,True,0
8375,536000,1674,98,0.7,2,Werribee,8,good,False,32,,False,False,False,False,True,False,0
8847,521000,1370,69,4.5,1,Carlton,18,good,True,5,,False,,False,False,False,False,1
4768,425000,2088,98,4.7,2,Geelong,11,good,False,59,,True,True,False,,False,False,0
13975,739000,2419,129,10.3,3,Richmond,16,good,False,5,,False,True,True,,True,False,0
4606,759000,3510,107,11.5,3,Footscray,10,good,False,12,,False,,False,,True,False,0
8844,693000,1557,96,0.2,2,St Kilda,20,good,False,17,,True,False,True,False,True,False,0
5380,718000,388,112,16.8,3,Carlton,18,needs TLC,False,23,,False,False,False,False,True,,0
1167,723000,567,89,10.3,2,St Kilda,20,needs TLC,False,46,,True,False,False,False,True,True,0
6587,814000,734,136,8.7,4,Footscray,10,good,False,15,,True,True,False,False,False,True,0
7570,757000,3534,118,15.2,4,Box Hill,14,good,False,32,,True,False,False,False,True,True,0
3858,284000,3657,69,14.3,1,Geelong,11,needs TLC,False,65,,,False,False,True,False,True,0
9503,716000,2722,93,13.0,3,Balwyn,22,good,False,55,,,True,False,False,True,False,0
8159,912000,1902,137,17.4,4,Brunswick,12,needs TLC,False,14,,True,False,False,True,True,True,0
6813,534000,2452,86,4.0,2,Werribee,8,needs TLC,True,32,,True,False,True,True,True,False,0
5853,716000,2609,98,15.7,2,Richmond,16,good,False,24,,False,True,False,True,True,True,0
1784,655000,1911,108,11.5,2,St Kilda,20,good,False,14,,False,True,True,False,False,False,0
1414,591000,2109,119,0.5,3,Geelong,11,new,False,72,,False,False,False,False,True,True,0
1131,719000,347,95,6.1,2,St Kilda,20,new,False,5,,True,False,False,False,True,False,0
3278,669000,2481,107,2.8,2,Brunswick,12,good,False,20,,False,False,False,False,True,,0
8632,653000,2665,95,2.0,2,Box Hill,14,good,False,33,,,True,False,False,False,True,0
13620,593000,1058,112,9.4,2,Balwyn,22,good,False,31,,,False,False,False,,False,0
13691,626000,1813,78,4.2,2,Melbourne CBD,15,new,False,32,,True,False,False,False,False,False,0
7999,861000,1695,129,18.3,4,St Kilda,20,new,False,41,,False,True,True,False,False,True,0
18114,674000,3373,76,10.6,2,Richmond,16,good,False,11,,True,True,False,True,True,True,0
10511,705000,1484,110,10.7,2,Melbourne CBD,15,new,False,31,,True,False,True,False,True,True,0
1622,648000,1430,88,4.1,2,Brunswick,12,good,False,6,,False,False,False,False,False,True,0
5129,618000,1499,103,8.8,2,Balwyn,22,needs TLC,False,30,,False,False,False,True,True,False,0
9423,397000,1673,90,10.3,2,Geelong,11,good,True,76,,True,True,False,,True,True,0
6935,410000,846,89,3.5,1,Sunbury,9,good,True,34,,True,False,False,True,True,False,0
13934,618000,1723,95,10.3,2,Footscray,10,good,False,5,,True,False,False,False,True,False,0
18065,401000,3549,101,4.7,2,Geelong,11,good,False,62,,False,False,True,True,True,False,0
7874,900000,1908,141,6.1,4,Melbourne CBD,15,new,False,27,,False,False,False,False,,True,0
10561,809000,1074,124,11.1,4,Carlton,18,good,False,5,,False,False,False,False,True,True,0
5036,772000,1563,87,11.6,3,Carlton,18,good,False,11,,True,False,False,False,True,False,0
16198,523000,2220,68,5.2,1,Carlton,18,new,False,21,,True,True,True,,True,False,0
8381,739000,2368,95,14.0,3,Brunswick,12,good,False,5,,,False,False,False,True,False,0
19414,631000,2173,78,5.2,1,Carlton,18,needs TLC,True,21,,True,,False,True,True,True,0
13612,513000,2570,75,7.7,1,Footscray,10,needs TLC,False,19,,True,False,False,False,False,False,0
3911,563000,2958,93,12.4,2,Werribee,8,good,False,46,,True,True,False,False,True,False,0
11902,796000,2765,115,11.8,3,Footscray,10,new,False,12,,False,False,False,False,True,True,0
12540,481000,2097,63,5.3,1,Richmond,16,good,False,7,,False,False,True,,True,True,0
9332,414000,1792,90,6.1,1,Sunbury,9,new,False,36,,True,False,False,False,True,True,0
16097,650000,2900,88,5.9,2,Footscray,10,good,False,5,,False,False,False,False,True,True,0
9244,683000,1881,104,1.1,3,Balwyn,22,good,True,34,,True,True,False,True,True,,0
14740,148000,2425,96,9.1,1,Geelong,11,good,False,67,,False,True,True,True,True,False,0
5733,604000,943,87,5.0,2,Balwyn,22,good,False,6,,False,False,False,False,True,True,0
5027,514000,1357,113,7.5,2,Werribee,8,good,False,33,,,True,False,False,True,True,0
10155,661000,2632,86,8.2,2,Melbourne CBD,15,good,False,20,,True,False,False,False,True,True,0
16383,397000,2343,73,2.1,1,Sunbury,9,needs TLC,False,47,,True,,False,False,True,True,0
4401,561000,1946,93,6.5,1,Melbourne CBD,15,good,False,20,,True,False,True,False,True,False,0
17446,630000,3128,95,1.5,2,Melbourne CBD,15,new,False,5,,True,True,False,True,True,True,0
14680,707000,3319,104,21.9,3,Richmond,16,good,False,22,,False,True,False,False,False,,0
15377,469000,2987,93,4.8,1,Box Hill,14,good,False,20,,,True,False,False,True,False,0
15895,618000,396,120,16.0,3,Geelong,11,needs TLC,False,66,,False,False,False,False,,True,0
9453,635000,1797,111,7.4,2,Balwyn,22,needs TLC,False,15,,False,True,False,False,,False,0
7686,885000,1347,137,5.2,4,Richmond,16,good,False,36,,False,False,True,True,True,False,0
12483,528000,2481,67,6.9,1,Carlton,18,good,False,27,,True,False,False,False,True,False,0
7116,617000,2055,105,16.6,2,Carlton,18,good,False,5,,True,False,False,False,False,True,0
9139,587000,2166,103,7.9,2,St Kilda,20,good,False,11,,True,True,False,False,True,,0
13154,324000,1125,79,17.1,1,Geelong,11,needs TLC,False,59,,False,False,,False,True,False,0
9781,356000,1734,89,16.1,1,Sunbury,9,needs TLC,False,53,,True,True,,False,False,False,0
15894,667000,1716,96,0.4,2,Brunswick,12,new,False,21,,True,True,,False,True,True,0
19276,554000,713,82,8.0,1,Richmond,16,good,False,5,,True,True,False,False,True,True,0
8786,366000,2372,87,2.4,2,Geelong,11,new,False,54,,False,True,False,True,True,True,0
8080,710000,1936,83,11.2,2,Box Hill,14,new,False,33,,True,True,True,False,False,False,0
9395,733000,791,122,4.1,3,Footscray,10,new,False,20,,False,False,True,False,True,True,0
14256,578000,1950,96,10.5,2,Sunbury,9,good,False,52,,True,False,True,True,True,False,0
19629,421000,2233,94,6.4,2,Werribee,8,good,False,29,,,True,False,True,True,True,0
17926,834000,2394,148,9.3,4,Carlton,18,good,False,7,,,True,False,False,False,True,0
13299,698000,1352,126,15.6,3,Carlton,18,new,False,16,,False,False,True,False,False,False,0
5606,572000,2552,87,13.4,2,Brunswick,12,good,False,17,,True,False,False,True,True,False,1
10870,581000,3057,77,17.0,2,St Kilda,20,good,False,23,,False,False,False,False,True,True,0
7357,427000,2370,66,11.4,1,Sunbury,9,new,False,45,,False,False,False,True,True,False,0
18005,825000,3270,136,11.4,3,Melbourne CBD,15,needs TLC,False,5,,True,True,False,,True,True,0
7221,796000,3543,96,11.7,3,St Kilda,20,good,False,27,,True,False,False,,False,False,0
484,506000,1681,65,7.8,1,Balwyn,22,good,False,42,,,,False,False,True,False,0
19135,533000,2623,99,2.2,2,Werribee,8,good,False,38,,True,False,False,False,True,False,0
1316,526000,1863,98,7.6,2,Sunbury,9,good,False,48,,False,False,False,False,,False,0
3016,343000,1174,65,17.3,1,Geelong,11,good,False,72,,False,False,False,False,False,True,0
13440,359000,2446,75,14.2,1,Geelong,11,good,False,86,,True,False,False,False,False,True,0
18576,588000,2118,86,13.5,2,Footscray,10,good,False,22,,True,False,False,True,True,True,0
9098,649000,2364,101,9.3,2,Carlton,18,good,False,22,,False,True,False,,True,True,0
12770,407000,1113,72,16.4,1,Sunbury,9,good,False,50,,True,False,False,True,True,True,0
9900,689000,1097,80,11.2,2,Richmond,16,good,False,24,,True,False,False,False,True,True,0
4227,417000,2003,68,7.9,1,Sunbury,9,needs TLC,False,43,,True,False,False,False,True,True,0
18404,658000,2429,68,4.9,1,Carlton,18,good,True,5,,True,False,False,False,True,,0
18676,587000,1513,92,11.9,2,Melbourne CBD,15,good,False,13,,True,False,,False,True,,1
16006,664000,3080,104,6.4,3,Werribee,8,good,False,17,,False,False,False,True,True,False,0
2486,654000,3490,97,3.1,2,Carlton,18,needs TLC,False,5,,False,True,False,False,False,True,0
18433,771000,2024,102,12.9,3,Footscray,10,good,False,10,,True,False,False,False,False,True,0
8666,805000,1826,101,18.2,3,Richmond,16,needs TLC,False,5,,True,False,False,False,True,False,0
19589,688000,1537,94,9.3,2,Balwyn,22,good,False,22,,True,False,False,False,True,False,0
10216,597000,2890,90,18.0,2,Box Hill,14,good,False,31,,False,True,False,False,True,True,0
908,430000,2835,90,10.0,2,Geelong,11,good,False,67,,False,False,False,True,True,True,0
1577,601000,2732,80,12.5,2,Box Hill,14,good,False,18,,True,False,False,False,,False,0
14176,675000,2199,82,12.9,2,Carlton,18,good,False,10,,False,False,False,False,True,True,0
14884,521000,986,101,26.0,3,Geelong,11,good,False,55,,False,False,True,,True,True,0
10361,710000,0,102,8.0,2,Brunswick,12,new,True,6,,True,,,,True,True,0
1340,550000,2894,100,6.7,2,Werribee,8,good,False,45,,True,False,False,False,,True,0
11721,631000,970,78,5.4,2,Footscray,10,good,False,26,,False,True,False,False,False,False,0
15858,839000,2154,139,13.3,4,Footscray,10,good,False,23,,False,False,True,False,True,False,0
8686,631000,4241,95,10.9,2,Box Hill,14,good,False,38,,False,True,False,False,True,,0
5385,515000,2156,102,10.1,2,Sunbury,9,good,False,57,,False,True,False,True,False,True,0
18833,522000,2839,89,4.0,1,Richmond,16,good,False,15,,True,False,False,True,,True,0
6133,912000,2189,129,17.1,4,St Kilda,20,good,False,9,,False,False,False,False,False,False,0
11161,454000,2165,84,0.2,2,Geelong,11,needs TLC,False,77,,True,True,True,False,True,True,0
1990,693000,2846,133,6.3,4,Werribee,8,needs TLC,False,49,,,False,False,False,,False,0
14726,532000,1797,88,5.1,2,Box Hill,14,good,False,35,,True,True,False,True,,True,0
7062,649000,2316,71,13.2,2,St Kilda,20,good,False,17,,True,False,True,False,False,False,0
